"event_type","event_time","container_no_raw","eir","seq","type_raw","opt","move","booking","truck","vessel","voyage","dest","grade","position","location","source_file","source_row"
"GATE_IN","2026-01-03T22:21:00.000000","CXDU8357600","482397","20106","40GP","MSC","HR","BK932961","51C-2664","EVER GIVEN","3105N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","20106"
"GATE_OUT","2026-01-03T22:24:00.000000","HLCU6640036","801695","22991","40HC","CMA","XR","BK740206","60C-1389","EVER GIVEN","1105N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","22991"
"GATE_IN","2026-01-03T22:26:00.000000","HLCU2137008","676306","1698","40GP","KMT","HR","BK607965","60C-1389","KOTA GAYA","7703N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","1698"
"GATE_IN","2026-01-03T22:26:00.000000","CXDU3582232","919316","15924","20GP","ONE","HR","BK229908","51C-2664","EVER GIVEN","5902N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","15924"
"GATE_IN","2026-01-03T22:27:00.000000","TCNU2492331","515486","11970","20GP","KMT","HR","BK920502","50H-9193","SUNNY FREESIA","4505N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","11970"
"GATE_OUT","2026-01-03T22:28:00.000000","MSCU2666344","376117","9313","40HC","CMA","XR","BK666495","51C-2664","SUNNY FREESIA","6303N","USLAX","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","9313"
"GATE_OUT","2026-01-03T22:30:00.000000","TCNU4875421","488039","15571","40HC","KMT","XR","BK288907","51C-2664","EVER GIVEN","1002N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","15571"
"GATE_OUT","2026-01-03T22:30:00.000000","TCNU7583449","597026","3447","40GP","MSC","XR","BK823731","50H-9193","MAERSK HANOI","9502N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","3447"
"GATE_IN","2026-01-03T22:30:00.000000","CXDU3869832","110189","5466","40GP","MSC","HR","BK935710","51C-2664","EVER GIVEN","3902N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","5466"
"GATE_OUT","2026-01-03T22:32:00.000000","CXDU7369836","151078","22213","40GP","ONE","XT","BK321161","51C-2664","KOTA GAYA","4401N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","22213"
"GATE_IN","2026-01-03T22:36:00.000000","MSCU3428655","904899","7634","40HC","CMA","HR","BK767422","50H-9193","MAERSK HANOI","5602N","USLAX","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","7634"
"GATE_IN","2026-01-03T22:38:00.000000","TCNU5400140","503959","916","40GP","MSC","HR","BK714361","60C-1389","EVER GIVEN","5005N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","916"
"GATE_OUT","2026-01-03T22:39:00.000000","HLCU3033913","739966","22558","20GP","KMT","XR","BK226114","51C-2664","MAERSK HANOI","8001N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","24226"
"GATE_IN","2026-01-03T22:48:00.000000","TCNU3396883","887776","3860","40HC","KMT","HR","BK988784","50H-9193","MSC ISABELLA","1704N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","3860"
"GATE_OUT","2026-01-03T22:50:00.000000","HLCU7796178","522419","11632","40GP","ONE","XT","BK479194","50H-9193","KOTA GAYA","5204N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","24196"
"GATE_IN","2026-01-03T22:51:00.000000","PONU5061472","909043","6400","20GP","MSC","HR","BK375908","51C-2664","KOTA GAYA","9002N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","6400"
"GATE_IN","2026-01-03T22:51:00.000000","MSCU2794876","156330","2208","40GP","CMA","HR","BK594952","60C-1389","SUNNY FREESIA","1804N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","2208"
"GATE_OUT","2026-01-03T22:53:00.000000","MSCU5315681","831105","22226","40GP","ONE","XT","BK507849","51C-2664","MAERSK HANOI","9901N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","24056"
"GATE_IN","2026-01-03T22:53:00.000000","TCNU9550899","947604","14244","20GP","MSC","HR","BK488402","51C-2664","MAERSK HANOI","9602N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","14244"
"GATE_IN","2026-01-03T22:56:00.000000","MSCU5541701","128537","19826","20GP","KMT","HR","BK607224","50H-9193","MSC ISABELLA","9204N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","19826"
"GATE_OUT","2026-01-03T23:06:00.000000","HLCU3978341","112083","7023","20GP","KMT","XT","BK752640","60C-1389","MAERSK HANOI","3902N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","7023"
"GATE_OUT","2026-01-03T23:12:00.000000","HLCU1291713","681868","128","20GP","MSC","XR","BK468266","51C-2664","MAERSK HANOI","9703N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","24160"
"GATE_OUT","2026-01-03T23:32:00.000000","HLCU3047949","261761","22237","40GP","ONE","XR","BK177068","51C-2664","MSC ISABELLA","2604N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","22237"
"GATE_OUT","2026-01-03T23:32:00.000000","PONU7517293","866437","21138","20GP","ONE","XR","BK397281","60C-1389","MAERSK HANOI","7901N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","24199"
"GATE_OUT","2026-01-03T23:37:00.000000","PONU7114896","579649","11631","20GP","KMT","XR","BK350854","60C-1389","SUNNY FREESIA","1905N","CNSHA","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","11631"
"GATE_OUT","2026-01-03T23:44:00.000000","PONU9043900","472566","3765","40HC","CMA","XT","BK278205","50H-9193","MSC ISABELLA","9605N","VNHPH","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","3765"
"GATE_OUT","2026-01-03T23:47:00.000000","HLCU9904101","216587","7992","40GP","KMT","XR","BK203464","60C-1389","KOTA GAYA","1602N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","23780"
"GATE_OUT","2026-01-04T00:04:00.000000","PONU6454672","443363","14867","40GP","KMT","XT","BK769623","51C-2664","KOTA GAYA","4104N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","14867"
"GATE_OUT","2026-01-04T00:08:00.000000","TCNU2225295","388055","6697","40GP","ONE","XR","BK796292","60C-1389","SUNNY FREESIA","9401N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","6697"
"GATE_IN","2026-01-04T00:11:00.000000","HLCU3975019","454751","10216","40HC","ONE","HR","BK308230","60C-1389","KOTA GAYA","5905N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","10216"
"GATE_IN","2026-01-04T00:13:00.000000","HLCU5193867","501961","1062","40GP","CMA","HR","BK420078","60C-1389","MSC ISABELLA","8305N","USLAX","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","1062"
"GATE_OUT","2026-01-04T00:14:00.000000","CXDU8622711","353381","15981","40HC","CMA","XR","BK598724","51C-2664","EVER GIVEN","7601N","USLAX","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","15981"
"GATE_IN","2026-01-04T00:22:00.000000","TCNU9597892","921911","3792","40HC","MSC","HR","BK707289","60C-1389","KOTA GAYA","9802N","CNSHA","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","3792"
"GATE_IN","2026-01-04T00:24:00.000000","TCNU7630501","175058","1586","40GP","CMA","HR","BK672954","60C-1389","EVER GIVEN","5203N","CNSHA","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","1586"
"GATE_OUT","2026-01-04T00:28:00.000000","HLCU5718479","413959","3491","40HC","CMA","XR","BK515599","51C-2664","EVER GIVEN","3805N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","3491"
"GATE_OUT","2026-01-04T00:36:00.000000","HLCU4590083","640503","11775","40GP","KMT","XR","BK360128","51C-2664","MSC ISABELLA","4901N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","11775"
"GATE_IN","2026-01-04T00:37:00.000000","CXDU5907750","655496","15260","20GP","CMA","HR","BK806441","60C-1389","MSC ISABELLA","9404N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","15260"
"GATE_OUT","2026-01-04T00:41:00.000000","PONU1987976","829920","12243","40HC","MSC","XT","BK517431","60C-1389","MAERSK HANOI","8302N","USLAX","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","12243"
"GATE_OUT","2026-01-04T00:49:00.000000","TCNU7092272","610310","16830","40GP","CMA","XT","BK852046","51C-2664","MAERSK HANOI","8005N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","24159"
"GATE_OUT","2026-01-04T00:50:00.000000","MSCU2281864","312853","15985","20GP","KMT","XR","BK915988","60C-1389","MAERSK HANOI","5905N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","15985"
"GATE_OUT","2026-01-04T00:52:00.000000","MSCU3434198","114879","4091","20GP","KMT","XR","BK972641","50H-9193","KOTA GAYA","6304N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","4091"
"GATE_IN","2026-01-04T01:00:00.000000","TCNU4987224","838408","2546","20GP","ONE","HR","BK549355","60C-1389","MSC ISABELLA","8601N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2546"
"GATE_OUT","2026-01-04T01:01:00.000000","PONU4961804","169009","18393","40GP","CMA","XR","BK955458","50H-9193","MAERSK HANOI","5105N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","18393"
"GATE_OUT","2026-01-04T01:15:00.000000","CXDU7080195","507422","6015","40GP","MSC","XT","BK625591","60C-1389","MAERSK HANOI","5402N","VNHPH","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","6015"
"GATE_IN","2026-01-04T01:20:00.000000","CXDU9560064","499918","2334","40HC","KMT","HR","BK849771","51C-2664","MSC ISABELLA","9304N","CNSHA","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","2334"
"GATE_OUT","2026-01-04T01:24:00.000000","CXDU1714943","514353","1735","40GP","ONE","XT","BK341338","50H-9193","EVER GIVEN","6804N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","1735"
"GATE_OUT","2026-01-04T01:25:00.000000","TCNU9956304","513862","12435","20GP","ONE","XT","BK526981","50H-9193","EVER GIVEN","3003N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","12435"
"GATE_IN","2026-01-04T01:25:00.000000","PONU9424800","242835","13934","40HC","KMT","HR","BK567262","51C-2664","KOTA GAYA","5704N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","13934"
"GATE_OUT","2026-01-04T01:29:00.000000","TCNU7965378","105400","17213","40HC","KMT","XR","BK143904","60C-1389","MAERSK HANOI","3501N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","17213"
"GATE_IN","2026-01-04T01:29:00.000000","HLCU6095736","966004","8488","40HC","MSC","HR","BK326951","50H-9193","EVER GIVEN","6204N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","8488"
"GATE_IN","2026-01-04T01:33:00.000000","PONU6979106","822362","3872","40GP","CMA","HR","BK937123","51C-2664","MSC ISABELLA","1302N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","3872"
"GATE_IN","2026-01-04T01:37:00.000000","PONU3369548","337483","18698","40HC","ONE","HR","BK496872","51C-2664","MAERSK HANOI","7804N","USLAX","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","18698"
"GATE_OUT","2026-01-04T01:44:00.000000","HLCU1896643","149074","12211","40HC","ONE","XR","BK972153","51C-2664","MAERSK HANOI","4501N","VNHPH","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","12211"
"GATE_IN","2026-01-04T02:05:00.000000","TCNU5752354","491765","11506","40HC","KMT","HR","BK194125","51C-2664","EVER GIVEN","7403N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","11506"
"GATE_IN","2026-01-04T02:11:00.000000","MSCU2616694","697163","3748","40GP","ONE","HR","BK330731","51C-2664","EVER GIVEN","5502N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","3748"
"GATE_OUT","2026-01-04T02:12:00.000000","CXDU5656172","879414","17496","40GP","KMT","XR","BK347931","50H-9193","MAERSK HANOI","3304N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","23809"
"GATE_OUT","2026-01-04T02:23:00.000000","HLCU4040169","958542","13365","40HC","KMT","XT","BK681465","60C-1389","KOTA GAYA","8303N","USLAX","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13365"
"GATE_OUT","2026-01-04T02:23:00.000000","CXDU3567394","834573","20163","20GP","MSC","XT","BK791641","60C-1389","KOTA GAYA","2603N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","20163"
"GATE_OUT","2026-01-04T02:26:00.000000","CXDU4596378","835499","22788","40GP","CMA","XT","BK852805","51C-2664","EVER GIVEN","6401N","VNHPH","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","24190"
"GATE_IN","2026-01-04T02:36:00.000000","TCNU9188963","453475","14238","40GP","ONE","HR","BK916792","50H-9193","EVER GIVEN","9905N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","14238"
"GATE_OUT","2026-01-04T02:42:00.000000","HLCU8144104","889989","21887","40GP","KMT","XR","BK523324","50H-9193","MSC ISABELLA","6801N","USLAX","A","CT03-Depot","CT03-Depot","gate_activity.xlsx","21887"
"GATE_OUT","2026-01-04T02:46:00.000000","HLCU9571032","780317","21307","20GP","KMT","XT","BK147762","60C-1389","EVER GIVEN","4502N","CNSHA","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","21307"
"GATE_OUT","2026-01-04T02:47:00.000000","PONU6211459","437048","14845","20GP","ONE","XR","BK252884","50H-9193","MAERSK HANOI","4701N","USLAX","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","14845"
"GATE_OUT","2026-01-04T02:49:00.000000","HLCU7974658","144206","17993","40GP","CMA","XT","BK199902","50H-9193","EVER GIVEN","7305N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","17993"
"GATE_IN","2026-01-04T02:49:00.000000","TCNU6731759","834748","2706","40HC","CMA","HR","BK725055","50H-9193","SUNNY FREESIA","1805N","CNSHA","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","2706"
"GATE_OUT","2026-01-04T02:50:00.000000","PONU6970130","818180","10863","40HC","MSC","XT","BK867986","60C-1389","SUNNY FREESIA","1605N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","10863"
"GATE_OUT","2026-01-04T02:54:00.000000","PONU2628786","513782","14829","40GP","KMT","XT","BK973852","60C-1389","EVER GIVEN","3102N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","14829"
"GATE_IN","2026-01-04T02:56:00.000000","MSCU6838066","353961","1896","20GP","CMA","HR","BK303194","60C-1389","MSC ISABELLA","9005N","VNHPH","A","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","1896"
"GATE_IN","2026-01-04T03:04:00.000000","HLCU4216496","619604","4116","40GP","ONE","HR","BK682550","51C-2664","EVER GIVEN","8605N","CNSHA","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","4116"
"GATE_OUT","2026-01-04T03:10:00.000000","MSCU7478176","956525","7079","40HC","MSC","XT","BK141434","60C-1389","KOTA GAYA","5301N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","7079"
"GATE_OUT","2026-01-04T03:11:00.000000","MSCU3578514","444507","12361","40HC","ONE","XR","BK381051","50H-9193","MAERSK HANOI","9502N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","12361"
"GATE_IN","2026-01-04T03:14:00.000000","CXDU5879532","293499","13426","40HC","KMT","HR","BK146165","60C-1389","KOTA GAYA","6902N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","13426"
"GATE_IN","2026-01-04T03:18:00.000000","TCNU9474583","751457","632","20GP","CMA","HR","BK960879","51C-2664","MSC ISABELLA","9501N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","632"
"GATE_OUT","2026-01-04T03:20:00.000000","MSCU4239341","694223","8112","40HC","ONE","XR","BK206978","51C-2664","SUNNY FREESIA","1203N","CNSHA","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","24069"
"GATE_OUT","2026-01-04T03:26:00.000000","HLCU8397367","809564","6833","40HC","KMT","XT","BK653877","51C-2664","SUNNY FREESIA","9003N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","6833"
"GATE_IN","2026-01-04T03:33:00.000000","HLCU5605738","632493","10398","20GP","MSC","HR","BK890992","50H-9193","EVER GIVEN","8604N","VNHPH","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","10398"
"GATE_OUT","2026-01-04T03:35:00.000000","CXDU7903976","275644","17099","20GP","CMA","XR","BK536068","51C-2664","SUNNY FREESIA","8103N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","17099"
"GATE_OUT","2026-01-04T03:54:00.000000","PONU3752811","858259","289","20GP","ONE","XR","BK793587","50H-9193","MSC ISABELLA","8504N","CNSHA","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","289"
"GATE_OUT","2026-01-04T03:54:00.000000","MSCU9636513","584106","18832","40HC","CMA","XR","BK537083","60C-1389","SUNNY FREESIA","7505N","VNHPH","B","CT04-B-10-3","CT04-B","gate_activity.xlsx","23760"
"GATE_OUT","2026-01-04T03:56:00.000000","MSCU3091364","896320","18117","20GP","KMT","XR","BK591658","60C-1389","MSC ISABELLA","1704N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","18117"
"GATE_OUT","2026-01-04T03:57:00.000000","PONU5943893","657025","22939","20GP","CMA","XR","BK230755","51C-2664","MAERSK HANOI","9505N","VNHPH","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","22939"
"GATE_IN","2026-01-04T04:01:00.000000","CXDU9775134","223787","21724","40GP","CMA","HR","BK787731","50H-9193","SUNNY FREESIA","9405N","VNHPH","A","CT01-A-12-1","CT01-A","gate_activity.xlsx","21724"
"GATE_IN","2026-01-04T04:05:00.000000","HLCU2795621","987739","21610","40GP","MSC","HR","BK841464","60C-1389","MSC ISABELLA","7202N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","21610"
"GATE_IN","2026-01-04T04:12:00.000000","CXDU6215232","785812","3496","40HC","CMA","HR","BK467524","50H-9193","SUNNY FREESIA","4604N","USLAX","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","3496"
"GATE_IN","2026-01-04T04:19:00.000000","CXDU5637426","837435","14710","20GP","CMA","HR","BK800061","60C-1389","KOTA GAYA","4901N","CNSHA","B","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","14710"
"GATE_OUT","2026-01-04T04:24:00.000000","TCNU4645545","953062","8309","20GP","CMA","XT","BK692921","51C-2664","MAERSK HANOI","7401N","CNSHA","A","CT04-Terminal","CT04-Terminal","gate_activity.xlsx","8309"
"GATE_OUT","2026-01-04T04:25:00.000000","CXDU1751291","490155","17419","40GP","MSC","XT","BK925334","51C-2664","MSC ISABELLA","2501N","VNHPH","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","17419"
"GATE_IN","2026-01-04T04:28:00.000000","MSCU9689089","361938","4218","40HC","KMT","HR","BK906236","51C-2664","KOTA GAYA","6705N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","4218"
"GATE_OUT","2026-01-04T04:31:00.000000","HLCU4755693","758325","5793","40GP","ONE","XR","BK776774","60C-1389","MAERSK HANOI","7001N","USLAX","A","CT02-C-20-4","CT02-C","gate_activity.xlsx","5793"
"GATE_OUT","2026-01-04T04:35:00.000000","MSCU6529890","589582","13599","40GP","ONE","XR","BK616777","51C-2664","MAERSK HANOI","2704N","CNSHA","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","13599"
"GATE_IN","2026-01-04T04:41:00.000000","TCNU8698254","894516","19850","20GP","ONE","HR","BK500446","60C-1389","SUNNY FREESIA","2901N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","19850"
"GATE_IN","2026-01-04T04:42:00.000000","CXDU1376160","929719","21290","40GP","ONE","HR","BK811780","51C-2664","SUNNY FREESIA","8302N","CNSHA","A","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","21290"
"GATE_IN","2026-01-04T04:43:00.000000","MSCU6804901","640384","8754","40GP","MSC","HR","BK718289","51C-2664","MAERSK HANOI","9503N","USLAX","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","8754"
"GATE_IN","2026-01-04T04:45:00.000000","HLCU7923114","425044","4228","40GP","CMA","HR","BK128249","51C-2664","MAERSK HANOI","8403N","USLAX","B","CT01-Yard-A","CT01-Yard-A","gate_activity.xlsx","4228"
"GATE_OUT","2026-01-04T04:50:00.000000","HLCU6687026","601131","12125","20GP","MSC","XT","BK172218","50H-9193","SUNNY FREESIA","5202N","VNHPH","A","CT01-B-05-2","CT01-B","gate_activity.xlsx","12125"
"GATE_OUT","2026-01-04T05:00:00.000000","HLCU7964158","462718","7503","40HC","KMT","XT","BK802285","50H-9193","MAERSK HANOI","7601N","VNHPH","A","CT04-B-10-3","CT04-B","gate_activity.xlsx","7503"
"GATE_OUT","2026-01-04T05:04:00.000000","HLCU5418900","647960","12523","40HC","CMA","XT","BK710302","51C-2664","EVER GIVEN","7001N","VNHPH","B","CT02-Yard-B","CT02-Yard-B","gate_activity.xlsx","12523"
"GATE_OUT","2026-01-04T05:08:00.000000","CXDU6677148","744323","12599","40HC","KMT","XR","BK525589","50H-9193","MAERSK HANOI","4304N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","12599"
"GATE_OUT","2026-01-04T05:14:00.000000","MSCU7757816","162480","16017","40GP","CMA","XT","BK278984","51C-2664","KOTA GAYA","6202N","CNSHA","B","CT01-B-05-2","CT01-B","gate_activity.xlsx","16017"
"GATE_OUT","2026-01-04T05:16:00.000000","CXDU5395216","943845","9021","40GP","CMA","XR","BK907792","60C-1389","MSC ISABELLA","7401N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","9021"
"GATE_OUT","2026-01-04T05:21:00.000000","TCNU4354431","964920","6565","40GP","CMA","XT","BK677200","51C-2664","EVER GIVEN","5505N","VNHPH","B","CT02-C-20-4","CT02-C","gate_activity.xlsx","6565"
"GATE_OUT","2026-01-04T05:28:00.000000","TCNU1310930","478638","6586","40GP","KMT","XR","BK334767","51C-2664","KOTA GAYA","8501N","VNHPH","A","CT03-A-01-1","CT03-A","gate_activity.xlsx","24241"
"GATE_IN","2026-01-04T05:32:00.000000","TCNU3094577","130857","2564","20GP","ONE","HR","BK619736","51C-2664","SUNNY FREESIA","3205N","VNHPH","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","2564"
"GATE_IN","2026-01-04T05:32:00.000000","HLCU3566533","317823","18432","40HC","MSC","HR","BK948669","60C-1389","MAERSK HANOI","5704N","USLAX","B","CT01-A-12-1","CT01-A","gate_activity.xlsx","18432"
"GATE_IN","2026-01-04T05:35:00.000000","CXDU9344394","984392","2268","40HC","CMA","HR","BK142663","50H-9193","MSC ISABELLA","5703N","USLAX","B","CT03-A-01-1","CT03-A","gate_activity.xlsx","2268"
"GATE_IN","2026-01-04T05:37:00.000000","HLCU4150520","786789","22604","40HC","KMT","HR","BK255004","51C-2664","SUNNY FREESIA","8001N","USLAX","B","CT03-Depot","CT03-Depot","gate_activity.xlsx","22604"
