"booking_no","container_no_raw","carrier","vessel","voyage","origin_port","dest_port","etd","eta","service","status","qty_teu","created_time","notes"
"BK731364","HLCU4933372","ONE","KOTA GAYA","5504N","VNSGN","SGSIN","2026-01-24 09:20:22","2026-02-11 09:20:22","SE3","CANCELLED","1","2026-01-13 09:20:22",""
"BK576112","CXDU4718055","CMA CGM","MAERSK HANOI","4905N","VNSGN","VNHPH","2026-01-25 11:11:49","2026-02-14 11:11:49","SE3","LOADED","5","2026-01-11 11:11:49",""
"BK793590","CXDU6580342","MAERSK","SUNNY FREESIA","9902N","VNSGN","USLAX","2026-01-22 21:46:14","2026-02-15 21:46:14","TP1","CANCELLED","1","2025-12-28 21:46:14",""
"BK659952","PONU3839067","ONE","SUNNY FREESIA","5601N","VNSGN","SGSIN","2026-01-04 11:16:10","2026-01-19 11:16:10","SE3","CANCELLED","5","2025-12-22 11:16:10",""
"BK967925","TCNU6037990","COSCO","EVER GIVEN","6302N","VNSGN","CNSHA","2026-01-22 12:27:44","2026-02-17 12:27:44","TP1","CANCELLED","4","2026-01-02 12:27:44",""
"BK892604","TCNU2862103","MAERSK","MSC ISABELLA","2805N","VNSGN","USLAX","2026-01-16 12:36:18","2026-01-23 12:36:18","TP1","BOOKED","2","2025-12-21 12:36:18",""
"BK777087","TCNU4807723","CMA CGM","SUNNY FREESIA","9905N","VNSGN","USLAX","2026-01-15 02:50:46","2026-01-29 02:50:46","SE3","BOOKED","4","2025-12-31 02:50:46",""
"BK350030","PONU6987602","MSC","KOTA GAYA","8001N","VNSGN","SGSIN","2026-01-21 17:16:13","2026-02-19 17:16:13","TP1","BOOKED","2","2025-12-31 17:16:13",""
"BK107960","HLCU7634076","MSC","KOTA GAYA","1005N","VNSGN","SGSIN","2026-01-18 17:20:22","2026-01-24 17:20:22","TP1","LOADED","2","2025-12-25 17:20:22",""
"BK675040","TCNU8873502","CMA CGM","MSC ISABELLA","8905N","VNSGN","VNHPH","2025-12-20 14:06:15","2026-01-18 14:06:15","SE3","LOADED","1","2025-11-29 14:06:15",""
"BK596339","PONU9605804","CMA CGM","EVER GIVEN","8401N","VNSGN","CNSHA","2026-01-14 01:50:46","2026-02-05 01:50:46","FE2","BOOKED","2","2025-12-19 01:50:46",""
"BK965993","TCNU7185822","CMA CGM","EVER GIVEN","6502N","VNSGN","USLAX","2026-01-17 01:35:09","2026-01-24 01:35:09","SE3","BOOKED","4","2026-01-07 01:35:09",""
"BK414644","PONU1983013","CMA CGM","SUNNY FREESIA","8703N","VNSGN","CNSHA","2026-01-24 13:35:11","2026-01-30 13:35:11","SE3","CANCELLED","5","2026-01-08 13:35:11",""
"BK201039","PONU4824410","COSCO","SUNNY FREESIA","5405N","VNSGN","USLAX","2026-01-25 08:42:32","2026-02-04 08:42:32","SE3","CANCELLED","2","2026-01-12 08:42:32",""
"BK849455","TCNU6038807","CMA CGM","SUNNY FREESIA","8405N","VNSGN","USLAX","2026-01-15 06:12:19","2026-01-27 06:12:19","TP1","CANCELLED","5","2025-12-21 06:12:19",""
"BK398735","TCNU9002767","ONE","MSC ISABELLA","6502N","VNSGN","USLAX","2026-01-23 08:59:11","2026-02-22 08:59:11","TP1","LOADED","1","2026-01-01 08:59:11",""
"BK768990","PONU3134803","ONE","KOTA GAYA","9201N","VNSGN","VNHPH","2026-01-20 09:03:20","2026-01-26 09:03:20","TP1","CANCELLED","4","2025-12-29 09:03:20",""
"BK311445","HLCU9539862","ONE","EVER GIVEN","5102N","VNSGN","CNSHA","2026-01-20 16:00:38","2026-01-28 16:00:38","FE2","BOOKED","4","2025-12-28 16:00:38",""
"BK323018","TCNU5090529","COSCO","SUNNY FREESIA","7003N","VNSGN","USLAX","2025-11-30 13:42:43","2025-12-29 13:42:43","FE2","LOADED","3","2025-11-03 13:42:43",""
"BK329196","HLCU8281649","ONE","EVER GIVEN","4901N","VNSGN","SGSIN","2026-01-23 14:24:47","2026-02-12 14:24:47","FE2","BOOKED","2","2026-01-05 14:24:47",""
"BK743094","TCNU6457233","MSC","SUNNY FREESIA","1903N","VNSGN","SGSIN","2026-01-17 15:46:36","2026-01-23 15:46:36","TP1","BOOKED","4","2025-12-29 15:46:36",""
"BK136602","MSCU6426633","CMA CGM","KOTA GAYA","7003N","VNSGN","VNHPH","2026-01-25 01:43:38","2026-01-31 01:43:38","SE3","CANCELLED","4","2025-12-26 01:43:38",""
"BK698647","PONU1819405","ONE","MSC ISABELLA","1101N","VNSGN","CNSHA","2026-01-18 17:30:18","2026-02-06 17:30:18","TP1","BOOKED","3","2025-12-19 17:30:18",""
"BK554784","TCNU3919611","COSCO","MSC ISABELLA","1603N","VNSGN","USLAX","2025-12-25 16:43:28","2026-01-05 16:43:28","SE3","BOOKED","1","2025-12-09 16:43:28",""
"BK240480","HLCU2118489","ONE","MSC ISABELLA","3102N","VNSGN","CNSHA","2026-01-25 14:46:29","2026-02-23 14:46:29","TP1","BOOKED","5","2026-01-18 14:46:29",""
"BK236527","HLCU1818798","CMA CGM","EVER GIVEN","5301N","VNSGN","CNSHA","2026-01-15 12:10:07","2026-01-21 12:10:07","SE3","CANCELLED","3","2026-01-01 12:10:07",""
"BK590009","HLCU3993503","CMA CGM","SUNNY FREESIA","1103N","VNSGN","VNHPH","2026-01-17 01:45:03","2026-02-12 01:45:03","FE2","BOOKED","1","2026-01-07 01:45:03",""
"BK256733","MSCU7001921","MSC","SUNNY FREESIA","7604N","VNSGN","SGSIN","2025-12-14 17:17:29","2026-01-11 17:17:29","TP1","BOOKED","3","2025-12-01 17:17:29",""
"BK466528","CXDU4855659","ONE","SUNNY FREESIA","9401N","VNSGN","CNSHA","2026-01-20 16:37:28","2026-02-06 16:37:28","SE3","BOOKED","3","2025-12-28 16:37:28",""
"BK900308","MSCU9460761","COSCO","SUNNY FREESIA","3504N","VNSGN","SGSIN","2025-12-06 17:24:12","2025-12-17 17:24:12","FE2","BOOKED","2","2025-11-07 17:24:12",""
"BK182554","MSCU8042072","ONE","KOTA GAYA","2901N","VNSGN","CNSHA","2026-01-19 10:09:30","2026-02-14 10:09:30","TP1","CANCELLED","2","2026-01-11 10:09:30",""
"BK456333","HLCU3220609","MAERSK","MSC ISABELLA","7303N","VNSGN","VNHPH","2026-01-15 06:22:35","2026-01-27 06:22:35","SE3","CANCELLED","4","2026-01-04 06:22:35",""
"BK535100","HLCU6275023","COSCO","MAERSK HANOI","8503N","VNSGN","VNHPH","2025-12-23 01:38:00","2026-01-03 01:38:00","FE2","BOOKED","4","2025-12-12 01:38:00",""
"BK785503","MSCU5531134","ONE","EVER GIVEN","8201N","VNSGN","USLAX","2026-01-19 03:21:47","2026-02-08 03:21:47","TP1","BOOKED","4","2025-12-25 03:21:47",""
"BK822131","MSCU2409010","MAERSK","EVER GIVEN","3405N","VNSGN","CNSHA","2026-01-17 05:42:59","2026-01-23 05:42:59","FE2","LOADED","3","2025-12-27 05:42:59",""
"BK915246","HLCU4628712","ONE","MAERSK HANOI","7102N","VNSGN","SGSIN","2026-01-16 16:49:25","2026-02-08 16:49:25","TP1","BOOKED","4","2026-01-09 16:49:25",""
"BK699252","CXDU3740119","ONE","MAERSK HANOI","3404N","VNSGN","CNSHA","2025-12-19 12:26:17","2026-01-12 12:26:17","FE2","CANCELLED","2","2025-11-25 12:26:17",""
"BK888523","HLCU6878200","ONE","SUNNY FREESIA","5801N","VNSGN","USLAX","2026-01-23 15:56:18","2026-02-18 15:56:18","TP1","CANCELLED","1","2026-01-16 15:56:18",""
"BK514584","HLCU4599964","CMA CGM","MSC ISABELLA","2201N","VNSGN","SGSIN","2026-01-15 14:42:44","2026-02-02 14:42:44","TP1","BOOKED","5","2025-12-18 14:42:44",""
"BK211623","MSCU4119075","MAERSK","KOTA GAYA","2504N","VNSGN","SGSIN","2026-01-19 09:11:03","2026-02-13 09:11:03","SE3","CANCELLED","5","2025-12-24 09:11:03",""
"BK699200","PONU5524007","MAERSK","MSC ISABELLA","3703N","VNSGN","USLAX","2026-01-20 20:51:37","2026-02-17 20:51:37","FE2","LOADED","4","2025-12-25 20:51:37",""
"BK885947","HLCU6600294","ONE","MSC ISABELLA","1403N","VNSGN","SGSIN","2026-01-15 08:22:18","2026-01-29 08:22:18","FE2","CANCELLED","5","2025-12-26 08:22:18",""
"BK892454","HLCU6305582","COSCO","MAERSK HANOI","4701N","VNSGN","SGSIN","2026-01-25 17:51:44","2026-02-17 17:51:44","SE3","BOOKED","1","2025-12-26 17:51:44",""
"BK885861","PONU4197031","MAERSK","MSC ISABELLA","5302N","VNSGN","USLAX","2026-01-21 15:41:25","2026-01-27 15:41:25","FE2","CANCELLED","3","2026-01-12 15:41:25",""
"BK286309","PONU5534659","ONE","MSC ISABELLA","5304N","VNSGN","SGSIN","2026-01-16 09:37:31","2026-02-06 09:37:31","FE2","LOADED","1","2025-12-24 09:37:31",""
"BK532141","TCNU4781030","COSCO","MAERSK HANOI","3001N","VNSGN","USLAX","2026-01-17 09:15:07","2026-02-04 09:15:07","SE3","LOADED","3","2026-01-08 09:15:07",""
"BK154681","TCNU9752832","ONE","SUNNY FREESIA","5705N","VNSGN","USLAX","2026-01-15 12:55:02","2026-02-07 12:55:02","TP1","LOADED","3","2025-12-30 12:55:02",""
"BK494413","HLCU1006413","MSC","MAERSK HANOI","7203N","VNSGN","CNSHA","2026-01-17 13:14:16","2026-02-08 13:14:16","TP1","BOOKED","1","2026-01-08 13:14:16",""
"BK375430","HLCU6951629","MSC","KOTA GAYA","3004N","VNSGN","SGSIN","2026-01-16 20:50:59","2026-01-24 20:50:59","FE2","LOADED","3","2026-01-06 20:50:59",""
"BK184551","CXDU6726215","CMA CGM","SUNNY FREESIA","8602N","VNSGN","CNSHA","2026-01-14 21:02:56","2026-02-03 21:02:56","TP1","BOOKED","1","2025-12-28 21:02:56",""
"BK957831","TCNU1985136","CMA CGM","SUNNY FREESIA","9105N","VNSGN","VNHPH","2026-01-16 19:47:19","2026-02-15 19:47:19","TP1","CANCELLED","4","2025-12-29 19:47:19",""
"BK962728","HLCU8182325","MSC","EVER GIVEN","9603N","VNSGN","SGSIN","2026-01-25 14:37:49","2026-02-11 14:37:49","FE2","CANCELLED","3","2026-01-18 14:37:49",""
"BK265571","MSCU7529382","MAERSK","KOTA GAYA","7302N","VNSGN","CNSHA","2026-01-20 12:11:21","2026-01-29 12:11:21","SE3","LOADED","5","2026-01-05 12:11:21",""
"BK939210","MSCU4397620","ONE","MAERSK HANOI","7803N","VNSGN","VNHPH","2025-12-07 16:42:26","2025-12-13 16:42:26","FE2","CANCELLED","4","2025-11-09 16:42:26",""
"BK484273","HLCU6733638","MSC","MAERSK HANOI","1405N","VNSGN","CNSHA","2026-01-18 12:13:17","2026-02-07 12:13:17","TP1","LOADED","4","2026-01-04 12:13:17",""
"BK619730","HLCU2816045","ONE","SUNNY FREESIA","6805N","VNSGN","CNSHA","2026-01-15 14:30:32","2026-01-27 14:30:32","SE3","BOOKED","4","2025-12-28 14:30:32",""
"BK624853","TCNU4145046","MAERSK","EVER GIVEN","3803N","VNSGN","USLAX","2026-01-17 19:35:09","2026-02-03 19:35:09","TP1","BOOKED","2","2026-01-05 19:35:09",""
"BK179202","HLCU7621986","MSC","EVER GIVEN","5002N","VNSGN","CNSHA","2026-01-02 11:28:48","2026-01-16 11:28:48","TP1","LOADED","1","2025-12-23 11:28:48",""
"BK287810","CXDU5350021","MSC","SUNNY FREESIA","6402N","VNSGN","VNHPH","2026-01-24 17:29:15","2026-02-18 17:29:15","FE2","CANCELLED","4","2025-12-25 17:29:15",""
"BK274833","MSCU3002875","CMA CGM","KOTA GAYA","5401N","VNSGN","VNHPH","2026-01-17 09:59:07","2026-02-14 09:59:07","SE3","CANCELLED","5","2025-12-28 09:59:07",""
"BK272175","CXDU7757150","COSCO","MAERSK HANOI","4604N","VNSGN","CNSHA","2026-01-25 01:12:31","2026-02-18 01:12:31","TP1","LOADED","1","2026-01-03 01:12:31",""
"BK911443","MSCU9396970","COSCO","MAERSK HANOI","6405N","VNSGN","SGSIN","2026-01-16 17:01:42","2026-02-07 17:01:42","FE2","BOOKED","4","2025-12-24 17:01:42",""
"BK778593","PONU5703982","MAERSK","KOTA GAYA","5802N","VNSGN","CNSHA","2026-01-19 23:12:32","2026-01-27 23:12:32","FE2","LOADED","5","2026-01-10 23:12:32",""
"BK373620","PONU4073906","MAERSK","EVER GIVEN","8403N","VNSGN","SGSIN","2026-01-22 18:33:19","2026-02-13 18:33:19","SE3","CANCELLED","4","2025-12-31 18:33:19",""
"BK378180","TCNU4370287","MAERSK","SUNNY FREESIA","3601N","VNSGN","USLAX","2026-01-19 10:12:04","2026-02-04 10:12:04","TP1","BOOKED","4","2026-01-06 10:12:04",""
"BK636442","MSCU4176814","ONE","SUNNY FREESIA","1602N","VNSGN","USLAX","2026-01-25 16:36:07","2026-02-23 16:36:07","FE2","LOADED","3","2026-01-14 16:36:07",""
"BK600068","PONU4945184","MSC","SUNNY FREESIA","1905N","VNSGN","VNHPH","2026-01-24 10:11:58","2026-02-13 10:11:58","FE2","BOOKED","1","2026-01-05 10:11:58",""
"BK912109","HLCU7604890","MAERSK","MSC ISABELLA","2505N","VNSGN","SGSIN","2026-01-15 16:55:25","2026-01-29 16:55:25","TP1","BOOKED","5","2026-01-02 16:55:25",""
"BK453658","MSCU5886706","CMA CGM","KOTA GAYA","3502N","VNSGN","SGSIN","2026-01-18 17:47:57","2026-02-08 17:47:57","SE3","LOADED","4","2025-12-24 17:47:57",""
"BK618450","PONU1476074","COSCO","SUNNY FREESIA","2101N","VNSGN","CNSHA","2026-01-21 12:33:06","2026-01-28 12:33:06","FE2","CANCELLED","4","2025-12-31 12:33:06",""
"BK526702","TCNU4021438","MAERSK","MAERSK HANOI","4802N","VNSGN","USLAX","2026-01-21 13:46:48","2026-02-17 13:46:48","TP1","BOOKED","5","2026-01-13 13:46:48",""
"BK943449","HLCU9586547","MAERSK","KOTA GAYA","9602N","VNSGN","SGSIN","2026-01-16 12:44:16","2026-02-12 12:44:16","SE3","BOOKED","4","2025-12-29 12:44:16",""
"BK293533","MSCU3994438","ONE","MAERSK HANOI","8903N","VNSGN","SGSIN","2026-01-22 14:03:30","2026-02-15 14:03:30","SE3","CANCELLED","3","2026-01-02 14:03:30",""
"BK704474","CXDU1706159","MSC","SUNNY FREESIA","6101N","VNSGN","SGSIN","2026-01-20 16:18:16","2026-01-30 16:18:16","SE3","BOOKED","2","2026-01-12 16:18:16",""
"BK404899","MSCU1067105","MAERSK","EVER GIVEN","2703N","VNSGN","VNHPH","2026-01-04 14:18:05","2026-02-03 14:18:05","TP1","LOADED","4","2025-12-08 14:18:05",""
"BK473785","TCNU7079886","CMA CGM","MAERSK HANOI","5402N","VNSGN","SGSIN","2026-01-19 13:56:40","2026-01-27 13:56:40","SE3","CANCELLED","5","2025-12-24 13:56:40",""
"BK103757","MSCU8347131","MAERSK","EVER GIVEN","4203N","VNSGN","VNHPH","2026-01-21 21:34:41","2026-01-29 21:34:41","SE3","LOADED","4","2026-01-06 21:34:41",""
"BK381336","PONU2867808","MAERSK","MSC ISABELLA","9604N","VNSGN","SGSIN","2026-01-23 11:47:26","2026-02-07 11:47:26","FE2","CANCELLED","4","2025-12-24 11:47:26",""
"BK375627","CXDU5879532","CMA CGM","MSC ISABELLA","8104N","VNSGN","USLAX","2026-01-25 17:12:57","2026-01-31 17:12:57","SE3","LOADED","5","2025-12-31 17:12:57",""
"BK173751","TCNU6251167","COSCO","SUNNY FREESIA","3201N","VNSGN","USLAX","2026-01-22 02:25:32","2026-02-20 02:25:32","SE3","LOADED","1","2026-01-02 02:25:32",""
"BK592757","TCNU3646844","MAERSK","SUNNY FREESIA","7303N","VNSGN","CNSHA","2026-01-21 12:33:42","2026-02-09 12:33:42","FE2","BOOKED","5","2025-12-25 12:33:42",""
"BK355114","CXDU7140244","COSCO","MAERSK HANOI","7005N","VNSGN","SGSIN","2026-01-24 12:49:29","2026-01-29 12:49:29","TP1","LOADED","2","2026-01-11 12:49:29",""
"BK354479","HLCU5072381","ONE","EVER GIVEN","3803N","VNSGN","SGSIN","2026-01-14 21:17:15","2026-01-27 21:17:15","TP1","LOADED","4","2025-12-17 21:17:15",""
"BK761070","HLCU9781722","CMA CGM","MSC ISABELLA","3404N","VNSGN","USLAX","2026-01-14 15:08:02","2026-02-07 15:08:02","TP1","LOADED","2","2026-01-07 15:08:02",""
"BK868835","PONU4013641","ONE","EVER GIVEN","4005N","VNSGN","VNHPH","2026-01-18 14:26:00","2026-02-08 14:26:00","FE2","BOOKED","4","2026-01-03 14:26:00",""
"BK870787","MSCU8603022","MAERSK","KOTA GAYA","1805N","VNSGN","VNHPH","2026-01-22 10:15:06","2026-02-02 10:15:06","FE2","CANCELLED","2","2026-01-07 10:15:06",""
"BK300579","CXDU1176893","COSCO","EVER GIVEN","6904N","VNSGN","USLAX","2026-01-17 09:04:46","2026-02-08 09:04:46","FE2","BOOKED","4","2025-12-27 09:04:46",""
"BK401890","PONU8020708","CMA CGM","SUNNY FREESIA","8902N","VNSGN","CNSHA","2026-01-22 16:18:50","2026-02-04 16:18:50","TP1","LOADED","3","2026-01-09 16:18:50",""
"BK573493","CXDU6865749","MAERSK","MSC ISABELLA","5304N","VNSGN","USLAX","2026-01-14 08:23:31","2026-02-08 08:23:31","SE3","LOADED","1","2025-12-21 08:23:31",""
"BK150292","MSCU2791507","MSC","EVER GIVEN","5604N","VNSGN","USLAX","2026-01-25 08:55:46","2026-02-10 08:55:46","FE2","BOOKED","3","2025-12-29 08:55:46",""
"BK124675","HLCU5997916","MSC","MAERSK HANOI","3405N","VNSGN","CNSHA","2026-01-10 10:55:23","2026-02-01 10:55:23","TP1","BOOKED","1","2025-12-24 10:55:23",""
"BK391343","MSCU7445298","COSCO","MAERSK HANOI","2802N","VNSGN","CNSHA","2025-12-15 12:59:56","2025-12-25 12:59:56","SE3","LOADED","2","2025-12-07 12:59:56",""
"BK525401","CXDU3449937","COSCO","MSC ISABELLA","5604N","VNSGN","CNSHA","2026-01-15 16:58:31","2026-02-09 16:58:31","SE3","CANCELLED","2","2025-12-17 16:58:31",""
"BK958043","MSCU3450538","ONE","MSC ISABELLA","8302N","VNSGN","SGSIN","2026-01-16 05:18:19","2026-02-04 05:18:19","FE2","LOADED","3","2025-12-27 05:18:19",""
"BK339594","HLCU3365375","COSCO","SUNNY FREESIA","9003N","VNSGN","CNSHA","2026-01-23 00:25:52","2026-02-14 00:25:52","FE2","LOADED","1","2025-12-26 00:25:52",""
"BK772456","TCNU5768406","CMA CGM","EVER GIVEN","6805N","VNSGN","CNSHA","2026-01-19 23:44:50","2026-02-02 23:44:50","SE3","LOADED","1","2026-01-06 23:44:50",""
"BK544242","MSCU5315681","CMA CGM","EVER GIVEN","3504N","VNSGN","CNSHA","2026-01-23 23:46:54","2026-02-01 23:46:54","TP1","BOOKED","3","2025-12-31 23:46:54",""
"BK130858","PONU3989962","COSCO","MSC ISABELLA","2704N","VNSGN","USLAX","2026-01-24 14:57:26","2026-02-11 14:57:26","TP1","CANCELLED","2","2026-01-04 14:57:26",""
"BK377149","PONU2265263","MSC","EVER GIVEN","1503N","VNSGN","CNSHA","2026-01-17 10:18:26","2026-02-16 10:18:26","SE3","LOADED","3","2025-12-25 10:18:26",""
"BK159144","PONU6809684","MSC","SUNNY FREESIA","2705N","VNSGN","SGSIN","2026-01-21 15:35:16","2026-02-12 15:35:16","TP1","CANCELLED","2","2026-01-02 15:35:16",""
"BK793989","HLCU3846354","MAERSK","EVER GIVEN","9604N","VNSGN","VNHPH","2026-01-25 13:36:45","2026-02-21 13:36:45","SE3","BOOKED","1","2026-01-06 13:36:45",""
"BK944417","CXDU2787898","MAERSK","EVER GIVEN","8605N","VNSGN","USLAX","2025-12-31 05:37:53","2026-01-06 05:37:53","FE2","CANCELLED","3","2025-12-17 05:37:53",""
"BK960522","MSCU4214073","MSC","KOTA GAYA","2401N","VNSGN","USLAX","2026-01-24 02:14:57","2026-02-10 02:14:57","FE2","LOADED","1","2026-01-02 02:14:57",""
"BK190172","TCNU4383505","CMA CGM","EVER GIVEN","8105N","VNSGN","VNHPH","2026-01-16 09:29:57","2026-01-25 09:29:57","TP1","LOADED","3","2026-01-07 09:29:57",""
"BK951350","HLCU1412282","CMA CGM","MSC ISABELLA","6004N","VNSGN","VNHPH","2026-01-20 17:11:03","2026-01-28 17:11:03","FE2","BOOKED","1","2025-12-27 17:11:03",""
"BK937974","HLCU8573783","COSCO","MSC ISABELLA","6803N","VNSGN","CNSHA","2026-01-19 08:19:10","2026-01-27 08:19:10","SE3","CANCELLED","1","2025-12-24 08:19:10",""
"BK248907","TCNU8583091","MSC","EVER GIVEN","7705N","VNSGN","USLAX","2026-01-22 16:40:56","2026-02-09 16:40:56","TP1","CANCELLED","4","2026-01-10 16:40:56",""
"BK908098","HLCU8008700","MSC","MSC ISABELLA","8904N","VNSGN","VNHPH","2026-01-09 14:48:09","2026-02-04 14:48:09","FE2","CANCELLED","5","2025-12-11 14:48:09",""
"BK922794","HLCU4167189","MAERSK","SUNNY FREESIA","8201N","VNSGN","VNHPH","2026-01-19 08:37:51","2026-02-04 08:37:51","FE2","BOOKED","2","2026-01-06 08:37:51",""
"BK984422","CXDU5719577","MSC","KOTA GAYA","9703N","VNSGN","SGSIN","2026-01-22 11:11:52","2026-02-12 11:11:52","FE2","LOADED","2","2025-12-26 11:11:52",""
"BK559146","PONU4198279","CMA CGM","EVER GIVEN","3102N","VNSGN","VNHPH","2026-01-23 10:01:06","2026-02-02 10:01:06","SE3","LOADED","5","2026-01-02 10:01:06",""
"BK983412","MSCU2027659","CMA CGM","SUNNY FREESIA","1602N","VNSGN","CNSHA","2026-01-15 21:22:29","2026-01-30 21:22:29","TP1","BOOKED","1","2026-01-02 21:22:29",""
"BK894351","TCNU6616571","MSC","MSC ISABELLA","3703N","VNSGN","VNHPH","2026-01-14 14:06:09","2026-01-24 14:06:09","FE2","BOOKED","5","2025-12-25 14:06:09",""
"BK246893","PONU7047593","MSC","MSC ISABELLA","9901N","VNSGN","CNSHA","2025-12-22 17:22:25","2026-01-16 17:22:25","SE3","BOOKED","4","2025-12-05 17:22:25",""
"BK984750","HLCU6445940","ONE","MSC ISABELLA","9503N","VNSGN","CNSHA","2026-01-21 13:43:17","2026-02-13 13:43:17","TP1","LOADED","4","2026-01-03 13:43:17",""
"BK879776","MSCU1365840","ONE","SUNNY FREESIA","3703N","VNSGN","CNSHA","2026-01-12 13:18:09","2026-01-18 13:18:09","TP1","LOADED","1","2026-01-05 13:18:09",""
"BK639217","TCNU6892729","MSC","KOTA GAYA","1204N","VNSGN","SGSIN","2026-01-25 02:03:02","2026-02-04 02:03:02","FE2","BOOKED","3","2026-01-16 02:03:02",""
"BK999576","CXDU4732131","COSCO","KOTA GAYA","1503N","VNSGN","CNSHA","2026-01-25 10:51:13","2026-02-24 10:51:13","TP1","BOOKED","1","2026-01-09 10:51:13",""
"BK350433","MSCU4990724","MAERSK","EVER GIVEN","2101N","VNSGN","VNHPH","2026-01-20 13:03:56","2026-02-10 13:03:56","FE2","BOOKED","2","2026-01-11 13:03:56",""
"BK213571","TCNU1553209","CMA CGM","SUNNY FREESIA","1901N","VNSGN","VNHPH","2026-01-15 14:19:48","2026-01-29 14:19:48","FE2","CANCELLED","1","2026-01-01 14:19:48",""
"BK386463","CXDU6143043","MSC","KOTA GAYA","3003N","VNSGN","USLAX","2025-12-11 09:11:50","2025-12-16 09:11:50","FE2","CANCELLED","3","2025-11-20 09:11:50",""
"BK248395","MSCU6301932","ONE","KOTA GAYA","1701N","VNSGN","VNHPH","2026-01-15 12:37:52","2026-02-12 12:37:52","TP1","LOADED","2","2025-12-18 12:37:52",""
"BK594994","MSCU1712708","COSCO","EVER GIVEN","6503N","VNSGN","VNHPH","2025-12-26 09:04:00","2026-01-19 09:04:00","SE3","BOOKED","1","2025-12-06 09:04:00",""
"BK142383","HLCU9863917","CMA CGM","MAERSK HANOI","9602N","VNSGN","USLAX","2026-01-19 11:48:19","2026-01-26 11:48:19","SE3","CANCELLED","1","2025-12-24 11:48:19",""
"BK385102","MSCU2222043","MSC","KOTA GAYA","2701N","VNSGN","SGSIN","2026-01-16 14:05:08","2026-01-21 14:05:08","FE2","LOADED","1","2026-01-02 14:05:08",""
"BK568118","PONU8140663","CMA CGM","MSC ISABELLA","4603N","VNSGN","SGSIN","2026-01-06 11:37:24","2026-01-11 11:37:24","TP1","CANCELLED","1","2025-12-09 11:37:24",""
"BK415704","CXDU4504311","ONE","KOTA GAYA","1501N","VNSGN","SGSIN","2026-01-21 09:12:35","2026-02-11 09:12:35","SE3","LOADED","3","2025-12-27 09:12:35",""
"BK732510","CXDU4078557","COSCO","SUNNY FREESIA","5102N","VNSGN","CNSHA","2026-01-22 11:48:05","2026-02-06 11:48:05","TP1","BOOKED","4","2025-12-31 11:48:05",""
"BK183856","TCNU1125407","COSCO","EVER GIVEN","7602N","VNSGN","USLAX","2026-01-21 16:17:43","2026-02-07 16:17:43","SE3","CANCELLED","3","2025-12-31 16:17:43",""
"BK420078","TCNU2669812","COSCO","KOTA GAYA","3603N","VNSGN","USLAX","2025-12-05 12:50:12","2026-01-02 12:50:12","TP1","LOADED","1","2025-11-23 12:50:12",""
"BK792362","TCNU4062385","CMA CGM","MAERSK HANOI","9203N","VNSGN","SGSIN","2026-01-20 16:45:10","2026-01-27 16:45:10","TP1","LOADED","1","2026-01-08 16:45:10",""
"BK888852","TCNU7127821","COSCO","MSC ISABELLA","7302N","VNSGN","USLAX","2026-01-17 16:22:18","2026-02-04 16:22:18","FE2","LOADED","2","2025-12-31 16:22:18",""
"BK549862","CXDU5321495","CMA CGM","MSC ISABELLA","9702N","VNSGN","SGSIN","2025-11-28 11:57:08","2025-12-26 11:57:08","SE3","LOADED","2","2025-10-29 11:57:08",""
"BK558713","HLCU7348511","ONE","MSC ISABELLA","6803N","VNSGN","SGSIN","2025-12-08 16:07:09","2025-12-24 16:07:09","FE2","LOADED","4","2025-11-11 16:07:09",""
"BK293459","MSCU2219228","MAERSK","MSC ISABELLA","2702N","VNSGN","VNHPH","2026-01-16 12:31:09","2026-02-04 12:31:09","TP1","BOOKED","4","2025-12-31 12:31:09",""
"BK832549","MSCU6985946","MSC","SUNNY FREESIA","8005N","VNSGN","VNHPH","2026-01-23 02:59:31","2026-02-04 02:59:31","FE2","BOOKED","5","2026-01-16 02:59:31",""
"BK744672","HLCU2990362","MSC","SUNNY FREESIA","6504N","VNSGN","USLAX","2026-01-25 08:10:27","2026-02-11 08:10:27","FE2","LOADED","1","2026-01-11 08:10:27",""
"BK945715","TCNU9208907","ONE","MSC ISABELLA","3401N","VNSGN","VNHPH","2026-01-17 17:56:16","2026-01-22 17:56:16","TP1","CANCELLED","1","2026-01-09 17:56:16",""
"BK400105","TCNU9971307","ONE","EVER GIVEN","3302N","VNSGN","SGSIN","2026-01-25 10:26:27","2026-02-19 10:26:27","TP1","BOOKED","5","2025-12-28 10:26:27",""
"BK168623","TCNU5753553","MAERSK","KOTA GAYA","4702N","VNSGN","VNHPH","2026-01-14 12:50:36","2026-01-29 12:50:36","FE2","CANCELLED","3","2025-12-25 12:50:36",""
